,Unnamed: 0,description,end_date,exhibitors,lat,lng,location,name,start_date,type,visitors,closest_iata
435,785,"Connect California Conference is the business marketplace where RFPs are placed, dates are secured and relationships are developed for future business. It is the event for planners and suppliers focused on national association, corporate and international meetings and events in California. Experience a quality packed day of general sessions, roundtables, preset appointments and networking.",2019-04-23,-1,37.802173,-122.272918,"1001 Broadway, Oakland, CA 94607, Oakland, USA",Connect California Conference,2019-04-22,Conference,11039,SFO
436,685,"The Material Changes Conference is a conference for forward-thinking suppliers and retailers trying to stay ahead of the curve. With topics covering the latest textile innovations and technological advances, to supply chain transparency and compliance demands, the conference is a must-attend for anyone shaping the future of their business.",2018-11-14,50,40.743917,-73.986658,"15 E 27th St, New York, NY 10016, New York, USA",Home Textiles Today Material Changes Conference,2018-11-14,Conference,11039,NYC
437,686,"Medical Malpractice Update conference will cover areas like Trial by iPad, Helpful Hints on Using Computers at Trial, Audit Trails and Applegrad , What's the Latest You Need to Know on These Issues, and the Effect of ObamaCare on Life Care Plans etc.",2018-11-03,50,40.478496,-74.427003,"One, Constitution Square, New Brunswick, NJ 08901, New Brunswick, USA",Medical Malpractice Update,2018-11-03,Conference,11039,NYC
438,608,"The Dealing with Difficult People  gives you concrete techniques for dealing with difficult people in the workplace and at home. It provides specific strategies for getting adversaries to cooperate bullies to back off wallflowers to open up chronic complainers to quiet down. Knowing how to deal with difficult people at work will allow you to approach your job with more enjoyment and your coworkers with greater confidence. Cooperation, collaboration, and compromise will improve and that makes for a more productive and efficient workplace for everyone.",2019-05-02,50,40.529836,-74.332289,"3105 Woodbridge Ave, Edison, NJ 08837, Edison, USA",Dealing with Difficult People,2019-05-02,Conference,11039,NYC
439,607,"The Credit Risk Transfer Symposium has grown from a little known asset class to an essential part of the mortgage market, as Enterprises continue to innovate and experiment with various structures and attempt to expand the scope of their CRT programs. Issuers looking to market their latest offerings and investors seeking yield in the asset class will have many opportunities to connect pre, during and post-event, in the exhibit hall and sponsor-hosted private meeting spaces.",2019-04-25,50,40.7308619,-73.9871558,"New York, USA",Credit Risk Transfer Symposium,2019-04-25,Conference,11039,NYC
440,602,"The Effective Facilitator Maximizing Involvement and Results is a course which provides the attendees with maximum practice, group interaction and feedback as they explore their role as a facilitator in a variety of group situations. The event is a basic course for managers who must facilitate results in meetings, group work or project teams, managers who have grouped under their direction, as well as managers who work as internal consultants.",2019-06-04,50,40.760697,-73.985233,"1601 Broadway New York NY 10019, New York, USA",The Effective Facilitator: Maximizing Involvement and Results,2019-06-03,Conference,11039,NYC
441,688,"Introduction to Protection & Indemnity is intended to provide an in-depth look at Protection and Indemnity underwriting and is a complement to the AIMU Introduction to Protection and Indemnity course. Students will go into a detailed review of forms and clauses as well as examine their implications to the risk. It will address, on an advanced level, the rationale for rating.",2018-11-07,50,40.707583,-74.010828,"14 Wall St # 820 New York NY 10005, New York, USA",Introduction to Protection & Indemnity,2018-11-07,Conference,11039,NYC
442,600,"The NYU International Hospitality Industry Investment Conference convenes top industry executives who discuss the latest trends, economic influences, and projections. From strategically focused general sessions to breakout sessions that explore timely topics, the Conference offers something for professionals at every phase of their career.",2019-06-04,50,40.758618,-73.98622,"1535 Broadway, New York, NY 10036, New York, USA",NYU International Hospitality Industry Investment Conference,2019-06-02,Conference,11039,NYC
443,599,"Marketplace Lending & Specialty Finance East an opportunity to meet potential clients, learn from industry experts and create valuable partnerships. While in the session room, trending topics will be addressed by some of the fields' most sought after thought leaders. It will cover topics like legal & regulatory issues, trends in small business lending, fraud prevention, data security, & verification, debt investor roundtable / private equity/venture capital, and much more.",2019-06-04,50,40.764948,-73.983431,"250 W 55th St, New York, NY 10019, USA, New York, USA",Marketplace Lending & Specialty Finance East,2019-06-04,Conference,11039,NYC
444,563,"SVN Conference is a great opportunity to not only meet, learn and share with our fellow vascular nursing members but to attend all or part of a four-day vascular surgery event that is jam-packed with plenaries, exhibits, learning sessions, and networking event. It will be providing a professional community for nurses focused on advancing the care of persons living with vascular disease through excellence in evidence-based practice and education.",2019-03-08,-1,25.81964,-80.122562,"4525 Collins Ave Miami Beach FL 33140, Miami Beach, USA",SVN Conference,2019-03-06,Conference,11039,MIA
448,700,"The Symposium on Medicine and Psychoanalysis will show the relevance and timeliness of a dialogue between somatics and psychoanalysts, since the questions are treated from the heart of respective practices, in the rigor of their methods and their specific concepts.",2018-05-26,50,48.845585,2.339632,"60 Boulevard Saint-Michel, 75006 Paris, Paris, France",Symposium on Medicine and Psychoanalysis,2018-05-26,Conference,11039,PAR
449,788,The conference aims at bringing together experts in software engineering and knowledge engineering to discuss on relevant results in either software engineering or knowledge engineering or both. Special emphasis will be put on the transference of methods between both domains.,2018-07-03,50,37.523248,-122.261296,"223 Twin Dolphin Dr, Redwood City, CA 94065, Redwood, USA",International Conference on Software Engineering & Knowledge Engineering,2018-07-01,Conference,11039,SFO
450,585,"The Intercollegiate Broadcasting System International conference will showcase areas like Intercollegiate Broadcasting System (Ibs) Is Your Trusted Experienced Resource for over 70 Years for Information, Action, and Help with College Radio, Tv, Webcasting, Podcasting, Streaming, and High School Radio.",2019-03-03,50,40.749943,-73.990942,"401 7th Ave New York NY 10001, New York, USA",Intercollegiate Broadcasting System International Conference,2019-03-01,Conference,11039,NYC
451,582,"Multi- Physician Practice Roll-Ups Conference will provide an overview of these roll-up trends, identify the specific sectors where consolidation has been strongest and will examine the opportunities for investors in 2019 and beyond.",2019-03-14,-1,40.752587,-73.979932,"300 Madison Ave, New York, NY 10017, New York, USA",Multi- Physician Practice Roll-Ups Conference,2019-03-13,Conference,11039,NYC
452,581,"Business Agility Conference will bring together seasoned practitioners of business agility who have walked the path to greater innovation and thrived along the way. Practitioners, executives, and thought leaders will share their insights through short lightning talks throughout each day. You'll get the chance to discuss what you're learning, share insights, and brainstorm with others in your region through deep dive discussion groups.",2019-03-14,50,40.757803,-73.983154,"117 W 46th St, New York, NY 10036, New York, USA",Business Agility Conference,2019-03-13,Conference,11039,NYC
453,575,"The Family Office Forum will exclusively feature dialogue driven panel discussions led by consultants and family offices. PowerPoint presentations are prohibited during the sessions but may be made available on our mobile app. While in the session room, trending investment topics will be addressed by some of Wall Street's most sought-after managers and advisors. Themes of family governance, alternatives, and impact investing will have even the most cynical of New Yorkers believe in their financial future.",2019-03-06,50,40.766656,-73.978817,"180 Central Park S, New York, NY 10019, New York, USA",Family Office Forum,2019-03-06,Conference,11039,NYC
454,578,"The Responsible Investment Forum New York will be bringing together the LPs, GPs, and associations leading the way in responsible investment practices. It is a platform to learn how to manage and monitor an ESG policy that aligns with your primary responsibility of delivering returns to investors, and get involved in a community dedicated to creating more sustainable value, brought together over the past seven years by PEI and UN PRI.",2019-03-06,50,40.753052,-73.973072,"730 3rd Ave New York NY 10017, New York, USA",Responsible Investment Forum New York,2019-03-05,Conference,11039,NYC
455,550,"Public Safety Technology Summit is the only event in the market bringing two concurrent public safety summits to one location, offering the highest quality conference experience with combined networking opportunities, for police and fire departments, port authority, border control, correctional facilities and EMS.",2019-02-28,-1,25.728933,-80.241349,"3000 Florida Ave, Miami, FL 33133, Miami, USA",Public Safety Technology Summit,2019-02-27,Conference,11039,MIA
456,612,"Over two days, the Ai4 Cybersecurity conference brings together business leaders, data practitioners, and AI pioneers who are applying artificial intelligence to solve problems and create opportunities in the cybersecurity industry. Thanks to the convergence of modern computing power and data science, the cybersecurity industry is leveraging AI to create entirely new value. Industry leaders will highlight the most valuable insights by delivering specific use cases. Whether you hold a technical, non-technical, or hybrid role, Ai4 is focused on helping you along on your AI journey, at whichever stage you may be.",2019-04-30,50,40.757803,-73.983154,"117 W 46th St, New York, NY 10036, New York, USA",Ai4 Cybersecurity,2019-04-29,Conference,11039,NYC
457,736,"Seattle Cybersecurity Conference features 40-60 vendor exhibits and 8-12 educational sessions discussing current cybersecurity threats and solutions. Your ticket includes access to these exhibits and sessions, as well as a light breakfast, full lunch, conference materials and a chance to win tech gadgets and gift cards in our prize drawing.You'll leave our event with the knowledge and tools to secure your company's network and information.",2018-06-07,50,47.6038321,-122.3300624,"Seattle, USA",Seattle Cybersecurity Conference,2018-06-07,Conference,11039,SEA
458,614,"MASS East Summit will give you actionable takeaways to bring back to your role and team through Featuring Presentations, Panel Discussions, and Case Studies, on including these topics Management and Communication Concerns, Internal and Field Strategies, The Expanding Role of MSL's, Big Data and the Need for Real-World Evidence, The Role That Digital Technology Is Playing in Advancing Medical Affairs,Investigator Initiated Trials and the Evolving Role of the Patient.",2019-04-26,50,40.7970384,-74.4809492,"Morristown, USA",MASS East,2019-04-24,Conference,11039,NYC
459,734,Pocket Gamer Connects features a mixture of main and mini-tracks focusing on key issues core to the mobile games industry - Monetizer; The Growth Track; Trade Trends; Game Changers - Hypercasual & Instant Messenger; East Meets West; The Indie Track; eSports Academy; Blockchain Gaming; and The Superstar Sessions.,2019-05-14,-1,47.612219,-122.333122,"721 Pine St, Seattle, WA 98101, Seattle, USA",Pocket Gamer Connects,2019-05-13,Conference,11039,SEA
460,513,"The Post-ASH Highlights Meeting provides an overview of the pertinent topics at ASH, as well as late breaking news and is suitable for consultants, trainees, nurses and pharmacists working in hematology. It is one of the most important meetings in the annual conference calendar where delegates from around the world present their most innovative scientific and clinical data.",2019-01-30,50,51.5073219,-0.1276474,"London, UK",Post-ASH Highlights Meeting,2019-01-30,Conference,11039,LON
461,733,"Psych Congress Regionals is a series of 1-day educational events designed to offer insightful sessions on relevant mental health topics providing attendees with the latest advances in diagnosis and treatment. Utilizing a new format in 2019, these regional meetings will apply interactive session styles and case-based discussions to provide the most practical learning experience for attendees.",2019-05-04,-1,47.610502,-122.333266,"1400 6th Ave Seattle WA 98101, Seattle, USA",Psych Congress Regionals,2019-05-04,Conference,11039,SEA
462,780,"The Artificial Intelligence Conference brings the growing AI community together to explore the most essential issues and intriguing innovations in applied AI. The conference will delve into practical business applications, compelling use cases, rock-solid technical skills, tear-downs of successful AI projects, and dissections of failures in the key topic areas such as AI in the enterprise, the impact of AI on business and society, implementing AI projects, interacting with AI, and much more.",2018-09-07,-1,37.785901,-122.410833,"333 OFarrell St San Francisco CA 94102, San Francisco, USA",Artificial Intelligence Conference,2018-09-05,Conference,11039,SFO
463,730,National Congress of the Italian Society of Internal Medicine provides the attendees with the opportunity to gain illustrations relating to various aspects of the topics relating to internal medicine.,2018-10-28,50,41.918896,12.446661,"Via Alberto Cadlolo, 101, 00136 Roma, Rome, Italy",The National Congress of the Italian Society of Internal Medicine,2018-10-26,Conference,11039,ROM
464,522,"The British Cardiovascular Society is the voice for all those working in the fields of cardiovascular care and research in the UK, we aim to represent and support both the professionals who work in cardiology and the patients for whom we want to encourage the best possible treatment.",2018-06-06,50,53.476566,-2.246441,"Windmill St Manchester M2 3GX, Manchester, UK",British Cardiovascular Society Conference,2018-06-04,Conference,11039,MAN
465,727,"Italian Society of Cardiology conference will feature like finding out all the latest strategies to come over the issues about the National Congress of the Italian Society, to make some suitable technologies and methodologies for activation of the developmental activities and to find the global partners for the future collaborations.",2018-12-17,50,41.8933203,12.4829321,"Rome, Italy",Italian Society of Cardiology,2018-12-14,Conference,11039,ROM
466,630,"Annual World Convention for the Study of Nationalities brings together over 800 scholars from around the world to examine and push forward research on issues of Nationalism, Ethnicity, Violence, Conflict, Economic Development, and many other topics.",2019-05-04,50,40.807743,-73.959721,"420 W 118th St, New York, NY 10027, New York, USA",Annual World Convention for the Study of Nationalities,2019-05-02,Conference,11039,NYC
468,525,"Corpus Approaches to Lexicogrammar will focus on the interaction of lexis and grammar, and it is influenced by Halliday's view of lexis and grammar as complementary perspectives (1991: 32), and his conception of the two as notional ends of a continuum (lexicogrammar), in that if you interrogate the system grammatically you will get grammar-like answers and if you interrogate it lexically you get lexis-like answers (1992: 64). It primarily welcomes papers reporting on corpus-based research on any aspect of the interaction of lexis and grammar and is particularly interested in studies that interrogate the system lexicogrammatically to get lexicogrammatical answers.",2018-06-16,-1,53.559683,-2.87385,"St Helens Rd, Ormskirk L39 4QP, Ormskirk, UK",Corpus Approaches to Lexicogrammar,2018-06-16,Conference,11039,MAN
469,528,"The Private Client conference In Conjunction With Step conference is a specialized event which will focus on wills, trusts, tax & probate, and management.",2018-05-15,50,53.4054719,-2.9805392,"Liverpool, UK",Private Client Conference In Conjunction With Step,2018-05-15,Conference,11039,MAN
470,723,"IISES is an important international society of economists, social scientists and educators, founded to promote education and scientific research. Our conference enables you to present your research, meet new colleagues and improve your research skills. Attending a scientific conference is always a great opportunity to do some networking. This can help you to start new projects, find collaborators or jobs. Certificate of presentation will be issued to participants presenting their research in sessions, poster sessions or an e-session.",2019-05-30,50,41.903763,12.514438,"Piazzale Aldo Moro, 5, 00185 Roma, Rome, Italy",IISES International Academic Conference,2019-05-27,Conference,11039,ROM
471,626,"Essential Tools and Techniques for Data Analysis designed for those who have a basic familiarity with MS Excel and want to develop their ability to solve problems effectively and efficiently, this course goes beyond the qualitative side of data analysis to explore proven quantitative tools and methods for analyzing, interpreting, and utilizing data, so that more informed and reliable business decisions can be made.",2019-05-10,50,40.760697,-73.985233,"1601 Broadway New York NY 10019, New York, USA",Data Analysis Fundamentals: A Hands-on Workshop,2019-05-09,Conference,11039,NYC
472,479,"Richmond Communication Directors Forum provide opportunities to connect and engage with your industry community. Discover more about your industry through a blend of CPD accredited conference sessions and individual supplier meetings. The Communication Directors Forum allow you to make new connections with people face to face, in person, real time. We believe in the power of being present. In a technological era, face to face interaction is still the most effective way of forming collaborative business connections.",2018-11-23,50,51.677052,-0.436857,"Chandler&#039;s Cross, Watford WD3 4TG, Chandler&#039;s Cross, UK",Richmond Communication Directors Forum,2018-11-22,Conference,11039,LON
473,781,"Frontiers aims to share best practices to help leaders and their teams create the right conditions for collaboration. It provides the attendees with the opportunity to explore how new ways of working through Slack can accelerate performance, bring bigger gains, and keep their organization competitive as they boldly chart the new frontiers of work.",2018-09-06,-1,37.805059,-122.401142,"The Embarcadero, San Francisco, CA 94111, San Francisco, USA",Frontiers,2018-09-05,Conference,11039,SFO
474,620,"The conference will cover areas like end markets in the industrial universe, assess the companies and the sector heading into 2Q earnings.",2019-05-08,50,40.750369,-73.973953,"212 E 42nd St, New York, NY 10017, New York, USA",Industrial Growth Summit,2019-05-07,Conference,11039,NYC
475,713,"Controversies and Updates in Vascular Surgery will hold a discussion on topics such as transverse arch aneurysms controversy, thoracic aorta challenges, imaging developments and newest technology in SFA. Some related topics and relevant issues will also get discussed in the conference.",2019-02-09,50,48.831785,2.339956,"17 Boulevard Saint-Jacques, 75014 Paris, Paris, France",Controversies and Updates in Vascular Surgery,2019-02-07,Conference,11039,PAR
476,784,"Space Access is a conference on the technology, business, and politics of radically cheaper space transportation. It will feature a cross-section of the growing cheap access community, talking about what's going on now and what happens next, in an intensive informal atmosphere, single-track throughout so you don't have to miss anything.",2019-04-21,-1,37.489016,-121.946114,"46100 Landing Pkwy, Fremont, CA 94538, Fremont, USA",Space Access,2019-04-18,Conference,11039,SFO
477,543,"BIM Conference, the conference will cover areas like the successful process and technology-driven business change programmes from within the engineering and construction, digital technologies to bring design, creation, maintenance, and key data together into a 3D model that evolves as the project does.",2018-07-05,50,53.484586,-2.270755,"43 Crescent Salford M5 4WT, Salford, UK",BIM Salford,2018-07-05,Conference,11039,MAN
478,0,"International Symposium on Religion & Theology aims to become a forum where Academics and Researchers from all over the world can meet in Athens, exchange ideas on their research and discuss future developments in their disciplines, as well as engage with professionals from other fields.",2019-05-30,50,37.9841493,23.7279843,"Athens, Greece",International Symposium on Religion & Theology,2019-05-27,Conference,11039,ATH
479,752,"DockerCon will feature topics and content covering all aspects of Docker and itas ecosystem and will be suitable for Developers, IT Professionals, Architects and Executives. Attendees will have the opportunity to learn how others are using the Docker platform and containers. Weare confident that no matter their level of expertise with Docker or their company size, they will meet and learn from other attendees who have used Docker to overcome technical roadblocks and challenges.",2018-06-15,50,37.783103,-122.404059,"747 Howard St San Francisco CA 94103, San Francisco, USA",DockerCon,2018-06-12,Conference,11039,SFO
480,477,"The themes of this conference are business context and what this means for HR - the reinvention of HR, HR as the guardian of company culture and performance, talent, 20th Century HR function in a 21st Century business, and globalization and the great demographic shift.",2018-11-22,50,51.481411,-0.191395,"Stamford Bridge Fulham Rd Fulham London SW6 1HS, London, UK",HR Vision,2018-11-21,Conference,11039,LON
481,842,"Zak World of Facades Australia is an International conference series on the subject of facade design & engineering. It is a unique opportunity to enhance the knowledge and skills on select subjects pertaining to facade design and engineering. Chance to mingle with and connect with the industry leaders providing expert solutions, services and products. Exemplary platform where developers, architects get to see and understand some of the never explored before technologies and solutions to facade design and execution challenges.",2019-09-11,50,-33.8548157,151.2164539,"Sydney, Australia",Zak World of Facades Australia,2019-09-11,Conference,11039,SYD
482,248,The SEMA Ignited an opportunity to collect and share images of hundreds of customized vehicles featuring the newest and most innovative products from the SEMA Show.,2018-11-02,50,36.131998,-115.151681,"3150 Paradise Rd Las Vegas NV 89109, Las Vegas, USA",SEMA Ignited,2018-11-02,Conference,11039,LAS
483,247,"MILK Business Conference is a one-of-a-kind networking event where you gain an amazing amount of knowledge from meeting with top dairy business owners. Have rare access to leading industry experts and influencers. Discover the secret of how to take care of yourself, and your family, while you're growing your business. This is the ONLY conference that focuses exclusively on every business aspect of your operation so this should be the ONE conference you attend.",2018-11-07,50,36.112541,-115.170671,"3655 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, USA",Milk Business Conference,2018-11-05,Conference,11039,LAS
484,246,QSC is an exchange of expertise and ideas on how to better secure our digital assets and help our companies move into this new Digital Age. It is also an opportunity for our customers and partners to connect with Qualys engineers so we can better meet your needs and continue to deliver innovative solutions to address them.,2018-11-15,50,36.112626,-115.176705,"3600 S Las Vegas Blvd Las Vegas NV 89109, Las Vegas, USA",Qualys Security Conference,2018-11-14,Conference,11039,LAS
485,244,"The Restaurant Finance & Development Conference is all about the ""business"" side of the restaurant business and is a must attend event for restaurant company owners and executives. The conference is known as the restaurant dealmakers event you will find the best networking in the industry there.",2018-11-14,50,36.112626,-115.176705,"3600 S Las Vegas Blvd Las Vegas NV 89109, Las Vegas, USA",Restaurant Finance & Development Conference,2018-11-12,Conference,11039,LAS
486,239,"Nevada Digital Government Summit is designed to do just that. The program is driven by an advisory board composed of the public sector and private sector IT leaders who work together to create an agenda that is relevant and actionable to government attendees. Participants find great value in the inspirational keynotes, technology discussions, educational sessions and lively networking breaks in exploring new ways to advance the goals of their organizations and their own career paths.",2018-12-13,50,36.020468,-115.089816,"2300 Paseo Verde Pkwy, Henderson, NV 89052, USA, Henderson, USA",Nevada Digital Government Summit,2018-12-13,Conference,11039,LAS
487,238,The Construction Super Conference is recognized as the preeminent construction conference developed for mid- to senior-level professionals who work in any of the legal and commercial construction markets. The conference allows you the opportunity to build long term relationships and provide proof of your organizationaEUR(tm)s engagement with the construction and legal professionals.,2018-12-12,50,36.102576,-115.170253,"3799 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, USA",The Construction Super Conference,2018-12-10,Conference,11039,LAS
488,234,"Blockchain Technology in Sports & Entertainment Summit aims to bring to leading players from across the traditional sports, eSports, entertainment, fan engagement, OTT and blockchain and crypto ecosystems together to understand and share commercial models and execution strategies at the convergence of technology, sports and entertainment.",2018-10-18,50,36.1662859,-115.149225,"Las Vegas, USA",Blockchain Technology in Sports & Entertainment Summit,2018-10-17,Conference,11039,LAS
489,233,"Gartner Sales & Marketing Conference is the premier event for B2B sales & marketing executives. It is the place where attendees will learn from a mix of experts and practitioners who are defining and executing plans featuring highly productive organizational structure, proven marketing programs, and partnerships with world-class solutions providers resulting in the simplification and acceleration of the customer buying journey.",2018-10-11,50,36.109755,-115.173877,"3708 S Las Vegas Blvd Las Vegas NV 89109, Las Vegas, USA",Gartner Sales & Marketing Conference,2018-10-09,Conference,11039,LAS
490,231,"Breast Imaging A-Z: How to Read Like or Better Than the Experts provides an integrated full discussion aimed at comprehending the basis and applications of breast imaging in five distinct sessions, using a case based approach supported by evidence-based literature review. Current and potential future applications of AI in breast imaging practice will be addressed throughout the course.",2018-10-13,50,36.129075,-115.16529,"3131 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, USA",Breast Imaging A-Z: How to Read Like or Better Than the Experts,2018-10-11,Conference,11039,LAS
491,843,"DevOps Talks Conference DOTC brings together DevOps leaders, engineers and architects who are implementing DevOps principles and practices in Start Ups and in Leading Enterprise companies. They run technical and cultural DevOps complex transformation for large and medium organizations.  The rise in prominence of Agile delivery practices is helping companies collaborate and deliver more effectively. The maturity of DevOps practices is an essential ingredient to speed up time to production for each feature, idea and/or market test.",2019-09-11,15,-33.8548157,151.2164539,"Sydney, Australia",Devops Talks Conference,2019-09-10,Conference,11039,SYD
492,327,"The Mind The Product Conference London will cover areas like explore the intersection of design, technology, and business, inspiring you to build better products. Mind the Product, Product Tank and the Venn Diagram Logomark are all registered trademarks.",2018-10-19,50,51.520077,-0.093263,"Silk St London EC2Y 8DS, London, UK",Mind The Product Conference London,2018-10-18,Conference,11039,LON
493,844,"PropTech Summit theme will be Building PropTech through collaboration. Weall be addressing all the big issues, peeking over the horizon to see whatas coming next and helping the industry grow.",2019-09-05,-1,-33.87798,151.208195,"66 Goulburn St, Sydney NSW 2000, Sydney, Australia",PropTech Summit,2019-09-03,Conference,11039,SYD
494,846,CoralHydro2k Meeting a specific focus on the last millennia. Contributions on simulations of water isotope enabled coupled AOGCMs and ROMS and on long-term instrumental observations of tropical surface ocean temperature and salinity are welcome.,2019-09-01,-1,-33.917347,151.231268,"Sydney NSW 2052, Sydney, Australia",CoralHydro2k Meeting,2019-09-01,Conference,11039,SYD
495,201,"The Fundamentals Of Internal Auditing Las Vegas, the conference will cover areas like strategies for planning effectively, planning resources, what makes an effective internal audit department. One will get a solid background in the basics of documenting and evaluating internal control and fieldwork techniques.",2019-05-08,-1,36.197679,-115.26313,"7674 W Lake Mead Blvd #250, Las Vegas, NV 89128, Las Vegas, USA",Fundamentals Of Internal Auditing Las Vegas,2019-05-06,Conference,11039,LAS
496,847,"The Oxford Global Hackathon is a case competition for problem solvers, innovators, designers and developers in the building construction, structural engineering and architecture sectors. Oxford Properties is a global real estate owner, investor, developer and property management company. As a group passionate about innovation in construction, architecture and building design, they are inviting 500 of the best minds to gather in 5 cities around the world to develop solutions for some of the most pressing challenges in the sector today.",2019-09-15,-1,-33.878697,151.209548,"111 Goulburn St, Sydney NSW 2000, Sydney, Australia",Oxford Global Hackathon - Sydney,2019-09-14,Conference,11039,SYD
497,197,"International Business Law Conference theme will be Commercial Litigation, Arbitration and Enforcement Issues in the Asia Pacific and Beyond. This will be a great occasion for legal knowledge sharing and networking within ADVOC.",2019-03-01,-1,22.281513,114.173782,"Hong Kong Convention And Exhibition Centre, 1 Harbour Rd, Wan Chai, Hong Kong, Hong Kong, Hong Kong",ADVOC International Business Law Conference,2019-02-28,Conference,11039,HKG
498,195,"International Conference on Contemporary Issues in Science, Engineering & Management is the premier meeting place for researchers, professors, students and professionals of different areas. Now the conference is extended across many regions of the world. This conference intends to bring together and provide a common platform to accumulate and exchange the innovative ideas, latest knowledge and unique experiences for the benefits of researchers, professors, industrialists, academicians, students, and other participants.",2019-02-17,-1,22.382302,114.196445,"Hong Kong Sha Tin 34-36 Tai Chung, Hong Kong, Hong Kong","International Conference on Contemporary Issues in Science, Engineering & Management",2019-02-16,Conference,11039,HKG
499,191,"The HKERA International Conference focuses on the theme that is Equity, Access, and Diversity in Education: Theory, Practice, and Research and it will provide invaluable space and a platform for researchers, educators, practitioners, and policy makers from different parts of the world to discuss and address some of the key issues.",2018-12-15,-1,22.417304,114.203848,"Tai Po Road (Ma Liu Shui), Ma Liu Shui, Hong Kong, Hong Kong",HKERA International Conference,2018-12-14,Conference,11039,HKG
501,179,"Welcome to the official website of the 2020 The 6th International Conference on Industrial and Business Engineering (ICIBE 2020), which will be held during September 27-29, 2020 in Macau, China. ICIBE 2020 aims to bring together researchers, scientists, engineers, and scholar students to exchange and share their experiences, new ideas, and research results about all aspects of Industrial and Business Engineering, and discuss the practical challenges encountered and the solutions adopted. The conference will be held every year to make it an ideal platform for people to share views and experiences in Industrial and Business Engineering and related areas.",2018-10-26,-1,22.1741907,113.5515429,"Macau, Macau (China)",International Conference on Industrial and Business Engineering,2018-10-24,Conference,11039,HKG
502,836,"The Riu Sydney Resources Round-up is designed to bring Australia's exciting resources story to the richest investment center in the country. It is the major Australian forum for the junior resources sector, with mineral exploration companies and emerging new miners attracting an ever-growing group of brokers, fund managers and investors to hear their presentations.",2019-05-09,50,-33.865537,151.211101,"61-101 Phillip Street, Sydney NSW 2000, Sydney, Australia",Riu Sydney Resources Round-up,2019-05-07,Conference,11039,SYD
503,261,"International Investor Forum mission is to forge a principled and profitable industry from the ashes of cannabis prohibition and if the attendees are considering investing or building a business in this sector, now is a vital time to build the relationships that will give them the knowledge and confidence to make the right moves.",2019-02-07,50,34.017883,-118.501587,"101 Wilshire Blvd, Santa Monica, CA 90401, Santa Monica, USA",International Investor Forum,2019-02-05,Conference,11039,LAX
504,263,"NBAA Business Aviation Taxes Seminar will focus on the recent Tax Reform legislation and the numerous implications to business aviation operations, including the buying and selling of aircraft. If you work with clients or a company on complex tax and regulatory issues, you won't want to miss this educational opportunity.",2019-05-03,-1,33.984162,-118.450761,"4375 Admiralty Way, Marina Del Rey, CA 90292, Marina del Rey, USA",NBAA Business Aviation Taxes Seminar,2019-05-02,Conference,11039,LAX
505,276,"The Creative Storage Conference, organized by the Entertainment Storage Alliance will take place on 7th June 2018 at the DoubleTree Hotel in Culver City, USA. The conference will cover areas like Find out the Role That Digital Storage Plays in New Content Distribution and Marketing Opportunities for a Rapidly Evolving Market. See Presentations on Digital Storage in Digital Acquisition and Capture, Non-linear Editing and Special Effects. Find out How to Convert and Preserve Content Digitally and Protect It in Long-term Dependable Archives.",2018-06-07,-1,33.982303,-118.396041,"6161 W Centinela Ave, Culver City, CA 90230, Culver, USA",Creative Storage Conference,2018-06-07,Conference,11039,LAX
506,323,"This seminar examines the future of expansion of UK airport capacity in the South-East - bringing out latest thinking on the practicalities and impact of Heathrow expansion, and looking more widely at next steps for the Aviation Strategy. Heathrow expansion is expected to be central to the morning's discussion, in light of Parliament voting in favour of a third runway following the Government's announcement of this as its preferred scheme in the Airports National Policy Statement. Delegates will discuss issues around public transport connectivity, road congestion, air quality and wider environmental impact, and the relationship with local communities. The agenda also looks at the Government's proposed aviation strategy, with further consultations planned later this year focusing on the strategy's main aims - relating to safety, competition and customer service, balancing growth with environmental concerns, and the UK's international positioning.",2018-10-18,-1,51.5073219,-0.1276474,"London, UK",The Future of UK Airport Capacity in the South-East,2018-10-18,Conference,11039,LON
507,322,"Trading oil on international markets provides delegates with a comprehensive understanding of the economics of trading and the management of inherent price risks. Delegates will learn how to negotiate and cost deals, calculate profitability, charter a ship through a broker, and examine the legal and operational aspects of trading. They will also gain the skills to identify and manage risk by using futures, forwards, and over-the-counter markets. During the practical exercises, delegates work as part of a trading team and make decisions using real-time information and prices from Reuters trading screens and daily price reports from Platts and Petroleum Argus to manage and maximize the profit of a fictional trading book.",2018-10-19,50,52.2033051,0.124862,"Cambridge, UK",Trading oil on international markets,2018-10-15,Conference,11039,LON
508,320,Organisation Development Conference and Workshop focus on the role of OD and HR practitioners in facilitating the organisational change that businesses need to get ready for the future. Attendees will be able to better understand the role of OD within organisations and get the tools to boost their business resilience and provide them with the most effective strategies and interventions that they can immediately apply into their own organisation.,2018-10-19,50,51.515156,-0.159217,"2 Wallenberg Pl, Marylebone, London W1H 7TN, UK, London, UK",Organisation Development Conference and Workshop,2018-10-18,Conference,11039,LON
